10618,2013/11/26,1030,1
10643,2013/11/26,1030,1
10670,2013/11/26,1030,1
10711,2013/11/26,850,1
10736,2013/11/26,850,0
10758,2013/11/26,520,1
10783,2013/11/26,720,1
10809,2013/11/26,720,1
10836,2013/11/26,1030,1
10859,2013/11/26,400,1
10878,2013/11/26,720,0
10904,2013/11/26,410,1
10930,2013/11/26,410,1
10956,2013/11/26,720,0
10982,2013/11/26,720,0
11009,2013/11/26,1030,1
11032,2013/11/26,400,1
11051,2013/11/26,440,1
11077,2013/11/26,410,1
11103,2013/11/26,410,1
11129,2013/11/26,720,0
11155,2013/11/26,720,0
11182,2013/11/26,1030,1
11205,2013/11/26,400,1
11224,2013/11/26,440,1
11250,2013/11/26,410,1
11275,2013/11/26,410,1
11301,2013/11/26,720,0
11326,2013/11/26,720,0
11353,2013/11/26,1030,1
11376,2013/11/26,400,1
11395,2013/11/26,850,0
11421,2013/11/26,850,0
11446,2013/11/26,850,0
11472,2013/11/26,440,0
11497,2013/11/26,440,0
11524,2013/11/26,1130,1
11549,2013/11/26,410,0
11572,2013/11/26,440,0
11599,2013/11/26,410,0
11625,2013/11/26,410,0
11652,2013/11/26,1130,0
11677,2013/11/26,1130,0
11704,2013/11/26,1130,0
11729,2013/11/26,410,0
11752,2013/11/26,440,0
11779,2013/11/26,410,0
11805,2013/11/26,410,0
11832,2013/11/26,1130,0
11857,2013/11/26,1130,1
11884,2013/11/26,1130,1
11907,2013/11/26,410,0
11928,2013/11/26,440,1
11953,2013/11/26,410,1
11977,2013/11/26,920,0
12003,2013/11/26,1130,0
12028,2013/11/26,1130,0
12055,2013/11/26,1130,1
12076,2013/11/26,450,0
12095,2013/11/26,1130,0
12116,2013/11/26,1130,0
12137,2013/11/26,1130,0
12158,2013/11/26,1130,0
12178,2013/11/26,1130,0
12199,2013/11/26,520,0
12218,2013/11/26,480,0
12237,2013/11/26,520,0
12258,2013/11/26,480,0
12278,2013/11/26,780,0
12299,2013/11/26,780,0
12319,2013/11/26,920,0
12340,2013/11/26,1130,0
12360,2013/11/26,480,0
12379,2013/11/26,1130,0
12400,2013/11/26,480,0
12421,2013/11/26,480,0
12442,2013/11/26,1130,0
12462,2013/11/26,1130,0
12487,2013/11/26,1130,0
12509,2013/11/26,480,0
12531,2013/11/26,1130,0
12558,2013/11/26,480,0
12584,2013/11/26,480,0
12611,2013/11/26,1130,0
12636,2013/11/26,1130,0
