MU5140,PEK,PVG,76A,2013/11/27,14:30:00,10613
MU5140,PEK,PVG,76A,2013/11/28,14:30:00,10640
MU5140,PEK,PVG,76A,2013/11/29,14:30:00,10665
MU5140,PEK,PVG,76A,2013/12/01,14:30:00,10707
MU5140,PEK,PVG,76A,2013/12/02,14:30:00,10732
MU5140,PEK,PVG,76A,2013/12/04,14:30:00,10778
MU5140,PEK,PVG,76A,2013/12/05,14:30:00,10805
MU5140,PEK,PVG,76A,2013/12/06,14:30:00,10831
MU5140,PEK,PVG,76A,2013/12/08,14:30:00,10874
MU5140,PEK,PVG,76A,2013/12/09,14:30:00,10900
MU5140,PEK,PVG,76A,2013/12/10,14:30:00,10925
MU5140,PEK,PVG,76A,2013/12/11,14:30:00,10951
MU5140,PEK,PVG,76A,2013/12/12,14:30:00,10978
MU5140,PEK,PVG,76A,2013/12/13,14:30:00,11004
MU5140,PEK,PVG,76A,2013/12/15,14:30:00,11047
MU5140,PEK,PVG,76A,2013/12/16,14:30:00,11073
MU5140,PEK,PVG,76A,2013/12/17,14:30:00,11098
MU5140,PEK,PVG,76A,2013/12/18,14:30:00,11124
MU5140,PEK,PVG,76A,2013/12/19,14:30:00,11151
MU5140,PEK,PVG,76A,2013/12/20,14:30:00,11177
MU5140,PEK,PVG,76A,2013/12/22,14:30:00,11220
MU5140,PEK,PVG,76A,2013/12/23,14:30:00,11246
MU5140,PEK,PVG,76A,2013/12/24,14:30:00,11271
MU5140,PEK,PVG,76A,2013/12/25,14:30:00,11296
MU5140,PEK,PVG,76A,2013/12/26,14:30:00,11323
MU5140,PEK,PVG,76A,2013/12/27,14:30:00,11348
MU5140,PEK,PVG,76A,2013/12/28,14:30:00,11373
MU5140,PEK,PVG,76A,2013/12/29,14:30:00,11391
MU5140,PEK,PVG,76A,2013/12/30,14:30:00,11417
MU5140,PEK,PVG,76A,2013/12/31,14:30:00,11442
MU5140,PEK,PVG,76A,2014/01/01,14:30:00,11467
