MU5162,PEK,PVG,76A,2013/11/27,21:30:00,10625
MU5162,PEK,PVG,76A,2013/11/28,21:30:00,10650
MU5162,PEK,PVG,76A,2013/11/29,21:30:00,10677
MU5162,PEK,PVG,76A,2013/12/01,21:30:00,10718
MU5162,PEK,PVG,76A,2013/12/04,21:30:00,10790
MU5162,PEK,PVG,76A,2013/12/05,21:30:00,10816
MU5162,PEK,PVG,76A,2013/12/06,21:30:00,10843
MU5162,PEK,PVG,76A,2013/12/08,21:30:00,10885
MU5162,PEK,PVG,325,2013/12/09,21:30:00,10911
MU5162,PEK,PVG,76A,2013/12/10,21:30:00,10937
MU5162,PEK,PVG,76A,2013/12/11,21:30:00,10963
MU5162,PEK,PVG,76A,2013/12/12,21:30:00,10989
MU5162,PEK,PVG,76A,2013/12/13,21:30:00,11016
MU5162,PEK,PVG,76A,2013/12/15,21:30:00,11058
MU5162,PEK,PVG,76A,2013/12/16,21:30:00,11084
MU5162,PEK,PVG,76A,2013/12/17,21:30:00,11110
MU5162,PEK,PVG,76A,2013/12/18,21:30:00,11136
MU5162,PEK,PVG,76A,2013/12/19,21:30:00,11162
MU5162,PEK,PVG,76A,2013/12/20,21:30:00,11189
MU5162,PEK,PVG,76A,2013/12/22,21:30:00,11231
MU5162,PEK,PVG,76A,2013/12/23,21:30:00,11257
MU5162,PEK,PVG,76A,2013/12/24,21:30:00,11282
MU5162,PEK,PVG,76A,2013/12/25,21:30:00,11308
MU5162,PEK,PVG,76A,2013/12/26,21:30:00,11333
MU5162,PEK,PVG,76A,2013/12/27,21:30:00,11360
MU5162,PEK,PVG,76A,2013/12/29,21:30:00,11402
MU5162,PEK,PVG,76A,2013/12/30,21:30:00,11428
MU5162,PEK,PVG,76A,2013/12/31,21:30:00,11453
MU5162,PEK,PVG,76A,2014/01/01,21:30:00,11479
MU5162,PEK,PVG,76A,2014/01/02,21:30:00,11504
MU5162,PEK,PVG,76A,2014/01/03,21:30:00,11531
MU5162,PEK,PVG,76A,2014/01/04,21:30:00,11555
MU5162,PEK,PVG,76A,2014/01/05,21:30:00,11579
MU5162,PEK,PVG,76A,2014/01/06,21:30:00,11606
MU5162,PEK,PVG,76A,2014/01/07,21:30:00,11632
MU5162,PEK,PVG,76A,2014/01/08,21:30:00,11659
MU5162,PEK,PVG,76A,2014/01/09,21:30:00,11684
MU5162,PEK,PVG,76A,2014/01/10,21:30:00,11711
MU5162,PEK,PVG,76A,2014/01/11,21:30:00,11735
MU5162,PEK,PVG,76A,2014/01/12,21:30:00,11759
MU5162,PEK,PVG,76A,2014/01/13,21:30:00,11786
MU5162,PEK,PVG,76A,2014/01/14,21:30:00,11812
MU5162,PEK,PVG,76A,2014/01/15,21:30:00,11839
MU5162,PEK,PVG,76A,2014/01/16,21:30:00,11864
MU5162,PEK,PVG,76A,2014/01/17,21:30:00,11891
MU5162,PEK,PVG,76A,2014/01/19,21:30:00,11935
MU5162,PEK,PVG,76A,2014/01/22,21:30:00,12010
MU5162,PEK,PVG,76A,2014/01/23,21:30:00,12035
MU5162,PEK,PVG,76A,2014/01/24,21:30:00,12062
MU5162,PEK,PVG,76A,2014/02/08,21:30:00,2086840
MU5162,PEK,PVG,76A,2014/02/09,21:30:00,2086863
MU5162,PEK,PVG,76A,2014/02/10,21:30:00,2086887
MU5162,PEK,PVG,76A,2014/02/11,21:30:00,2086911
MU5162,PEK,PVG,76A,2014/02/12,21:30:00,2086935
MU5162,PEK,PVG,76A,2014/02/14,21:30:00,12494
MU5162,PEK,PVG,76A,2014/02/16,21:30:00,12538
MU5162,PEK,PVG,76A,2014/02/17,21:30:00,12565
MU5162,PEK,PVG,76A,2014/02/18,21:30:00,12591
MU5162,PEK,PVG,76A,2014/02/19,21:30:00,12618
MU5162,PEK,PVG,76A,2014/02/20,21:30:00,12643
MU5162,PEK,PVG,76A,2014/02/21,21:30:00,12670
MU5162,PEK,PVG,76A,2014/02/22,21:30:00,12694
MU5162,PEK,PVG,76A,2014/02/23,21:30:00,12718
MU5162,PEK,PVG,76A,2014/02/24,21:30:00,27249
MU5162,PEK,PVG,76A,2014/02/25,21:30:00,77914
MU5162,PEK,PVG,76A,2014/02/26,21:30:00,77942
MU5162,PEK,PVG,76A,2014/02/27,21:30:00,144678
MU5162,PEK,PVG,76A,2014/02/28,21:30:00,211031
MU5162,PEK,PVG,76A,2014/03/01,21:30:00,277678
MU5162,PEK,PVG,76A,2014/03/02,21:30:00,345431
MU5162,PEK,PVG,76A,2014/03/03,21:30:00,412430
MU5162,PEK,PVG,76A,2014/03/04,21:30:00,626193
MU5162,PEK,PVG,76A,2014/03/05,21:30:00,735822
MU5162,PEK,PVG,76A,2014/03/06,21:30:00,831334
MU5162,PEK,PVG,76A,2014/03/07,21:30:00,831362
MU5162,PEK,PVG,76A,2014/03/08,21:30:00,872216
MU5162,PEK,PVG,76A,2014/03/09,21:30:00,951237
MU5162,PEK,PVG,76A,2014/03/10,21:30:00,981002
MU5162,PEK,PVG,76A,2014/03/11,21:30:00,1081809
MU5162,PEK,PVG,76A,2014/03/12,21:30:00,1081837
MU5162,PEK,PVG,76A,2014/03/13,21:30:00,1164467
MU5162,PEK,PVG,76A,2014/03/14,21:30:00,1260992
MU5162,PEK,PVG,76A,2014/03/15,21:30:00,1337591
MU5162,PEK,PVG,76A,2014/03/16,21:30:00,1424175
MU5162,PEK,PVG,76A,2014/03/17,21:30:00,1500434
MU5162,PEK,PVG,76A,2014/03/18,21:30:00,1581733
MU5162,PEK,PVG,76A,2014/03/19,21:30:00,1661541
MU5162,PEK,PVG,76A,2014/03/20,21:30:00,1744570
MU5162,PEK,PVG,76A,2014/03/21,21:30:00,1767590
MU5162,PEK,PVG,76A,2014/03/22,21:30:00,1861920
MU5162,PEK,PVG,76A,2014/03/23,21:30:00,1946170
MU5162,PEK,PVG,76A,2014/03/24,21:30:00,2033956
MU5162,PEK,PVG,76A,2014/03/25,21:30:00,2146368
MU5162,PEK,PVG,76A,2014/03/26,21:30:00,2146396
MU5162,PEK,PVG,76A,2014/03/27,21:30:00,2230572
MU5162,PEK,PVG,76A,2014/03/28,21:30:00,2319769
