MU5166,PEK,PVG,76A,2013/11/27,8:30:00,10604
MU5166,PEK,PVG,76A,2013/11/28,8:30:00,10631
MU5166,PEK,PVG,76A,2013/11/29,8:30:00,10656
MU5166,PEK,PVG,76A,2013/11/30,8:30:00,10682
MU5166,PEK,PVG,76A,2013/12/02,8:30:00,10724
MU5166,PEK,PVG,76A,2013/12/03,8:30:00,10747
MU5166,PEK,PVG,76A,2013/12/04,8:30:00,10769
MU5166,PEK,PVG,76A,2013/12/05,8:30:00,10796
MU5166,PEK,PVG,76A,2013/12/06,8:30:00,10822
MU5166,PEK,PVG,76A,2013/12/07,8:30:00,10848
MU5166,PEK,PVG,76A,2013/12/09,8:30:00,10891
MU5166,PEK,PVG,76A,2013/12/10,8:30:00,10916
MU5166,PEK,PVG,76A,2013/12/11,8:30:00,10942
MU5166,PEK,PVG,76A,2013/12/12,8:30:00,10969
MU5166,PEK,PVG,76A,2013/12/13,8:30:00,10995
MU5166,PEK,PVG,76A,2013/12/14,8:30:00,11021
MU5166,PEK,PVG,76A,2013/12/16,8:30:00,11064
MU5166,PEK,PVG,76A,2013/12/17,8:30:00,11089
MU5166,PEK,PVG,76A,2013/12/18,8:30:00,11115
MU5166,PEK,PVG,76A,2013/12/19,8:30:00,11142
MU5166,PEK,PVG,76A,2013/12/20,8:30:00,11168
MU5166,PEK,PVG,76A,2013/12/21,8:30:00,11194
MU5166,PEK,PVG,76A,2013/12/23,8:30:00,11237
MU5166,PEK,PVG,76A,2013/12/24,8:30:00,11262
MU5166,PEK,PVG,76A,2013/12/25,8:30:00,11287
MU5166,PEK,PVG,76A,2013/12/26,8:30:00,11314
MU5166,PEK,PVG,76A,2013/12/27,8:30:00,11339
MU5166,PEK,PVG,76A,2013/12/28,8:30:00,11365
MU5166,PEK,PVG,76A,2013/12/30,8:30:00,11408
MU5166,PEK,PVG,76A,2013/12/31,8:30:00,11433
MU5166,PEK,PVG,76A,2014/01/01,8:30:00,11458
MU5166,PEK,PVG,76A,2014/01/02,8:30:00,11485
MU5166,PEK,PVG,76A,2014/01/03,8:30:00,11510
MU5166,PEK,PVG,76A,2014/01/04,8:30:00,11536
MU5166,PEK,PVG,76A,2014/01/05,8:30:00,11559
MU5166,PEK,PVG,76A,2014/01/06,8:30:00,11585
MU5166,PEK,PVG,76A,2014/01/07,8:30:00,11612
MU5166,PEK,PVG,76A,2014/01/08,8:30:00,11638
MU5166,PEK,PVG,76A,2014/01/09,8:30:00,11665
MU5166,PEK,PVG,76A,2014/01/10,8:30:00,11690
MU5166,PEK,PVG,76A,2014/01/11,8:30:00,11716
MU5166,PEK,PVG,76A,2014/01/12,8:30:00,11739
MU5166,PEK,PVG,76A,2014/01/13,8:30:00,11765
MU5166,PEK,PVG,76A,2014/01/14,8:30:00,11792
MU5166,PEK,PVG,76A,2014/01/15,8:30:00,11818
MU5166,PEK,PVG,76A,2014/01/16,8:30:00,11845
MU5166,PEK,PVG,76A,2014/01/17,8:30:00,11870
MU5166,PEK,PVG,76A,2014/01/18,8:30:00,11896
MU5166,PEK,PVG,76A,2014/01/19,8:30:00,11916
MU5166,PEK,PVG,76A,2014/01/20,8:30:00,11941
MU5166,PEK,PVG,76A,2014/01/21,8:30:00,11965
MU5166,PEK,PVG,76A,2014/01/22,8:30:00,11989
MU5166,PEK,PVG,76A,2014/01/23,8:30:00,12016
MU5166,PEK,PVG,76A,2014/01/24,8:30:00,12041
MU5166,PEK,PVG,76A,2014/02/14,8:30:00,12473
MU5166,PEK,PVG,76A,2014/02/16,8:30:00,12518
MU5166,PEK,PVG,76A,2014/02/17,8:30:00,12544
MU5166,PEK,PVG,76A,2014/02/18,8:30:00,12571
MU5166,PEK,PVG,76A,2014/02/19,8:30:00,12597
MU5166,PEK,PVG,76A,2014/02/20,8:30:00,12624
MU5166,PEK,PVG,76A,2014/02/21,8:30:00,12649
MU5166,PEK,PVG,76A,2014/02/22,8:30:00,12675
MU5166,PEK,PVG,76A,2014/02/23,8:30:00,12698
MU5166,PEK,PVG,76A,2014/02/24,8:30:00,27228
MU5166,PEK,PVG,76A,2014/02/25,8:30:00,77894
MU5166,PEK,PVG,76A,2014/02/26,8:30:00,77921
MU5166,PEK,PVG,76A,2014/02/27,8:30:00,144659
MU5166,PEK,PVG,76A,2014/02/28,8:30:00,211010
MU5166,PEK,PVG,76A,2014/03/01,8:30:00,277658
MU5166,PEK,PVG,76A,2014/03/02,8:30:00,345411
MU5166,PEK,PVG,76A,2014/03/03,8:30:00,412409
MU5166,PEK,PVG,76A,2014/03/04,8:30:00,626171
MU5166,PEK,PVG,76A,2014/03/05,8:30:00,735800
MU5166,PEK,PVG,76A,2014/03/06,8:30:00,831313
MU5166,PEK,PVG,76A,2014/03/07,8:30:00,831340
MU5166,PEK,PVG,76A,2014/03/08,8:30:00,872195
MU5166,PEK,PVG,76A,2014/03/09,8:30:00,951216
MU5166,PEK,PVG,76A,2014/03/10,8:30:00,980980
MU5166,PEK,PVG,76A,2014/03/11,8:30:00,1081787
MU5166,PEK,PVG,76A,2014/03/12,8:30:00,1081815
MU5166,PEK,PVG,76A,2014/03/13,8:30:00,1164446
MU5166,PEK,PVG,76A,2014/03/14,8:30:00,1260970
MU5166,PEK,PVG,76A,2014/03/15,8:30:00,1337570
MU5166,PEK,PVG,76A,2014/03/16,8:30:00,1424154
MU5166,PEK,PVG,76A,2014/03/17,8:30:00,1500412
MU5166,PEK,PVG,76A,2014/03/18,8:30:00,1581711
MU5166,PEK,PVG,76A,2014/03/19,8:30:00,1661519
MU5166,PEK,PVG,76A,2014/03/20,8:30:00,1744549
MU5166,PEK,PVG,76A,2014/03/21,8:30:00,1767568
MU5166,PEK,PVG,76A,2014/03/22,8:30:00,1861899
MU5166,PEK,PVG,76A,2014/03/23,8:30:00,1946149
MU5166,PEK,PVG,76A,2014/03/24,8:30:00,2033934
MU5166,PEK,PVG,76A,2014/03/25,8:30:00,2146346
MU5166,PEK,PVG,76A,2014/03/26,8:30:00,2146374
