MU9106,PEK,PVG,75B,2013/11/26,20:30:00,10598
MU9106,PEK,PVG,75A,2013/11/27,20:30:00,10623
MU9106,PEK,PVG,75B,2013/11/28,20:30:00,10648
MU9106,PEK,PVG,75A,2013/11/29,20:30:00,10675
MU9106,PEK,PVG,75B,2013/11/30,20:30:00,10696
MU9106,PEK,PVG,75A,2013/12/01,20:30:00,10716
MU9106,PEK,PVG,75B,2013/12/02,20:30:00,10741
MU9106,PEK,PVG,75A,2013/12/03,20:30:00,10763
MU9106,PEK,PVG,75B,2013/12/04,20:30:00,10788
MU9106,PEK,PVG,75A,2013/12/05,20:30:00,10814
MU9106,PEK,PVG,75B,2013/12/06,20:30:00,10841
MU9106,PEK,PVG,75A,2013/12/07,20:30:00,10864
MU9106,PEK,PVG,75B,2013/12/08,20:30:00,10883
MU9106,PEK,PVG,75A,2013/12/09,20:30:00,10909
MU9106,PEK,PVG,75B,2013/12/10,20:30:00,10935
MU9106,PEK,PVG,75A,2013/12/11,20:30:00,10961
MU9106,PEK,PVG,75B,2013/12/12,20:30:00,10987
MU9106,PEK,PVG,75A,2013/12/13,20:30:00,11014
MU9106,PEK,PVG,75B,2013/12/14,20:30:00,11037
MU9106,PEK,PVG,75A,2013/12/15,20:30:00,11056
MU9106,PEK,PVG,75A,2013/12/16,20:30:00,11082
MU9106,PEK,PVG,75A,2013/12/17,20:30:00,11108
MU9106,PEK,PVG,75A,2013/12/18,20:30:00,11134
MU9106,PEK,PVG,75A,2013/12/19,20:30:00,11160
MU9106,PEK,PVG,75A,2013/12/20,20:30:00,11187
MU9106,PEK,PVG,75A,2013/12/21,20:30:00,11210
MU9106,PEK,PVG,75A,2013/12/22,20:30:00,11229
MU9106,PEK,PVG,75A,2013/12/23,20:30:00,11255
MU9106,PEK,PVG,75A,2013/12/24,20:30:00,11280
MU9106,PEK,PVG,75A,2013/12/25,20:30:00,11306
MU9106,PEK,PVG,75A,2013/12/26,20:30:00,11331
MU9106,PEK,PVG,75A,2013/12/27,20:30:00,11358
MU9106,PEK,PVG,75A,2013/12/28,20:30:00,11381
MU9106,PEK,PVG,75A,2013/12/29,20:30:00,11400
MU9106,PEK,PVG,75A,2013/12/30,20:30:00,11426
MU9106,PEK,PVG,75A,2013/12/31,20:30:00,11451
MU9106,PEK,PVG,75A,2014/01/01,20:30:00,11477
MU9106,PEK,PVG,75A,2014/01/02,20:30:00,11502
MU9106,PEK,PVG,75A,2014/01/03,20:30:00,11529
MU9106,PEK,PVG,75A,2014/01/04,20:30:00,11554
MU9106,PEK,PVG,75A,2014/01/05,20:30:00,11577
MU9106,PEK,PVG,75A,2014/01/06,20:30:00,11604
MU9106,PEK,PVG,75A,2014/01/07,20:30:00,11630
MU9106,PEK,PVG,75A,2014/01/08,20:30:00,11657
MU9106,PEK,PVG,75A,2014/01/09,20:30:00,11682
MU9106,PEK,PVG,75A,2014/01/10,20:30:00,11709
MU9106,PEK,PVG,75A,2014/01/11,20:30:00,11734
MU9106,PEK,PVG,75A,2014/01/12,20:30:00,11757
MU9106,PEK,PVG,75A,2014/01/13,20:30:00,11784
MU9106,PEK,PVG,75A,2014/01/14,20:30:00,11810
MU9106,PEK,PVG,75A,2014/01/15,20:30:00,11837
MU9106,PEK,PVG,75A,2014/01/16,20:30:00,11862
MU9106,PEK,PVG,75A,2014/01/17,20:30:00,11889
MU9106,PEK,PVG,75A,2014/01/18,20:30:00,11912
MU9106,PEK,PVG,75A,2014/01/19,20:30:00,11933
MU9106,PEK,PVG,75A,2014/01/20,20:30:00,11958
MU9106,PEK,PVG,75A,2014/01/21,20:30:00,11982
MU9106,PEK,PVG,75A,2014/01/22,20:30:00,12008
MU9106,PEK,PVG,75A,2014/01/23,20:30:00,12033
MU9106,PEK,PVG,75A,2014/01/24,20:30:00,12060
MU9106,PEK,PVG,75A,2014/01/25,20:30:00,12081
MU9106,PEK,PVG,75A,2014/01/26,20:30:00,12100
MU9106,PEK,PVG,75A,2014/01/27,20:30:00,12121
MU9106,PEK,PVG,75A,2014/01/28,20:30:00,12142
MU9106,PEK,PVG,75A,2014/01/29,20:30:00,12163
MU9106,PEK,PVG,75A,2014/01/30,20:30:00,12183
MU9106,PEK,PVG,75A,2014/01/31,20:30:00,12204
MU9106,PEK,PVG,75A,2014/02/01,20:30:00,12223
MU9106,PEK,PVG,75A,2014/02/02,20:30:00,12242
MU9106,PEK,PVG,75A,2014/02/03,20:30:00,12263
MU9106,PEK,PVG,75A,2014/02/04,20:30:00,12283
MU9106,PEK,PVG,75A,2014/02/05,20:30:00,12304
MU9106,PEK,PVG,75A,2014/02/06,20:30:00,12324
MU9106,PEK,PVG,75A,2014/02/07,20:30:00,12345
MU9106,PEK,PVG,75A,2014/02/08,20:30:00,12365
MU9106,PEK,PVG,75A,2014/02/09,20:30:00,12384
MU9106,PEK,PVG,75A,2014/02/10,20:30:00,12405
MU9106,PEK,PVG,75A,2014/02/11,20:30:00,12426
MU9106,PEK,PVG,75A,2014/02/12,20:30:00,12447
MU9106,PEK,PVG,75A,2014/02/13,20:30:00,12467
MU9106,PEK,PVG,75A,2014/02/14,20:30:00,12492
MU9106,PEK,PVG,75A,2014/02/15,20:30:00,12514
MU9106,PEK,PVG,75A,2014/02/16,20:30:00,12536
MU9106,PEK,PVG,75A,2014/02/17,20:30:00,12563
MU9106,PEK,PVG,75A,2014/02/18,20:30:00,12589
MU9106,PEK,PVG,75A,2014/02/19,20:30:00,12616
MU9106,PEK,PVG,75A,2014/02/20,20:30:00,12641
MU9106,PEK,PVG,75A,2014/02/21,20:30:00,12668
MU9106,PEK,PVG,75A,2014/02/22,20:30:00,12693
MU9106,PEK,PVG,75A,2014/02/23,20:30:00,12716
MU9106,PEK,PVG,75A,2014/02/24,20:30:00,27247
MU9106,PEK,PVG,75A,2014/02/25,20:30:00,77912
MU9106,PEK,PVG,75A,2014/02/26,20:30:00,77940
MU9106,PEK,PVG,75A,2014/02/27,20:30:00,144676
MU9106,PEK,PVG,75A,2014/02/28,20:30:00,211029
MU9106,PEK,PVG,75A,2014/03/01,20:30:00,277677
MU9106,PEK,PVG,75A,2014/03/02,20:30:00,345429
MU9106,PEK,PVG,75A,2014/03/03,20:30:00,412428
MU9106,PEK,PVG,75A,2014/03/04,20:30:00,626191
MU9106,PEK,PVG,75A,2014/03/05,20:30:00,735820
MU9106,PEK,PVG,75A,2014/03/06,20:30:00,831332
MU9106,PEK,PVG,75A,2014/03/07,20:30:00,831360
