10605,2013/11/26,1070
10632,2013/11/26,1070
10657,2013/11/26,920
10699,2013/11/26,850
10725,2013/11/26,830
10748,2013/11/26,410
10770,2013/11/26,440
10797,2013/11/26,440
10823,2013/11/26,440
10849,2013/11/26,400
10867,2013/11/26,400
10892,2013/11/26,410
10917,2013/11/26,410
10943,2013/11/26,440
10970,2013/11/26,440
10996,2013/11/26,440
11022,2013/11/26,400
11040,2013/11/26,400
11065,2013/11/26,410
11090,2013/11/26,410
11116,2013/11/26,440
11143,2013/11/26,440
11169,2013/11/26,440
11195,2013/11/26,400
11213,2013/11/26,400
11238,2013/11/26,410
11263,2013/11/26,410
11288,2013/11/26,440
11315,2013/11/26,440
11340,2013/11/26,440
11366,2013/11/26,400
11384,2013/11/26,400
11409,2013/11/26,410
11434,2013/11/26,410
11459,2013/11/26,440
11486,2013/11/26,440
11511,2013/11/26,440
11537,2013/11/26,410
11560,2013/11/26,440
11586,2013/11/26,410
11613,2013/11/26,410
11639,2013/11/26,440
11666,2013/11/26,440
11691,2013/11/26,440
11717,2013/11/26,410
11740,2013/11/26,440
11766,2013/11/26,410
11793,2013/11/26,410
11819,2013/11/26,440
11846,2013/11/26,1130
11871,2013/11/26,1130
11897,2013/11/26,410
11917,2013/11/26,440
11942,2013/11/26,410
11966,2013/11/26,410
11990,2013/11/26,1130
12017,2013/11/26,1130
12042,2013/11/26,1130
12066,2013/11/26,450
12085,2013/11/26,520
12106,2013/11/26,1130
12127,2013/11/26,920
12148,2013/11/26,920
12169,2013/11/26,1130
12189,2013/11/26,520
12209,2013/11/26,480
12227,2013/11/26,520
12248,2013/11/26,480
12269,2013/11/26,480
12289,2013/11/26,520
12310,2013/11/26,520
12330,2013/11/26,520
12350,2013/11/26,480
12369,2013/11/26,520
12390,2013/11/26,480
12411,2013/11/26,480
12432,2013/11/26,520
12453,2013/11/26,520
12474,2013/11/26,520
12499,2013/11/26,480
12519,2013/11/26,520
12545,2013/11/26,480
12572,2013/11/26,480
12598,2013/11/26,520
12625,2013/11/26,520
12650,2013/11/26,520
12676,2013/11/26,480
12699,2013/11/26,440
10632,2013/11/27,1070
10657,2013/11/27,920
10699,2013/11/27,850
10725,2013/11/27,830
10748,2013/11/27,830
10770,2013/11/27,440
10797,2013/11/27,440
10823,2013/11/27,440
10849,2013/11/27,400
10867,2013/11/27,400
10892,2013/11/27,410
10917,2013/11/27,410
10970,2013/11/27,440
10996,2013/11/27,440
11022,2013/11/27,400
11040,2013/11/27,400
11065,2013/11/27,410
11090,2013/11/27,410
11116,2013/11/27,440
11143,2013/11/27,440
11169,2013/11/27,440
11195,2013/11/27,400
11213,2013/11/27,400
11238,2013/11/27,410
11263,2013/11/27,410
11288,2013/11/27,440
11315,2013/11/27,440
11340,2013/11/27,440
11366,2013/11/27,400
11384,2013/11/27,400
11409,2013/11/27,410
11434,2013/11/27,410
11459,2013/11/27,440
11486,2013/11/27,440
11511,2013/11/27,440
11537,2013/11/27,410
11560,2013/11/27,440
11586,2013/11/27,410
11613,2013/11/27,410
11639,2013/11/27,440
11666,2013/11/27,440
11691,2013/11/27,440
11717,2013/11/27,410
11740,2013/11/27,440
11766,2013/11/27,410
11793,2013/11/27,410
11819,2013/11/27,440
11846,2013/11/27,1130
11871,2013/11/27,1130
11897,2013/11/27,410
11917,2013/11/27,440
11942,2013/11/27,410
11966,2013/11/27,410
11990,2013/11/27,1130
12017,2013/11/27,1130
12042,2013/11/27,920
12085,2013/11/27,520
12106,2013/11/27,480
12127,2013/11/27,920
12148,2013/11/27,920
12169,2013/11/27,920
12189,2013/11/27,520
12209,2013/11/27,480
12227,2013/11/27,520
12248,2013/11/27,480
12269,2013/11/27,480
12289,2013/11/27,520
12310,2013/11/27,520
12330,2013/11/27,520
12350,2013/11/27,480
12369,2013/11/27,520
12390,2013/11/27,480
12411,2013/11/27,480
12432,2013/11/27,520
12453,2013/11/27,520
12474,2013/11/27,520
12499,2013/11/27,480
12519,2013/11/27,520
12545,2013/11/27,480
12572,2013/11/27,480
12598,2013/11/27,520
12625,2013/11/27,520
12650,2013/11/27,520
12676,2013/11/27,480
12699,2013/11/27,520
27229,2013/11/27,410
10699,2013/11/29,920
10725,2013/11/29,830
10748,2013/11/29,830
10770,2013/11/29,850
10797,2013/11/29,850
10823,2013/11/29,440
10849,2013/11/29,400
10867,2013/11/29,400
10892,2013/11/29,410
10917,2013/11/29,410
10943,2013/11/29,440
10970,2013/11/29,440
10996,2013/11/29,440
11022,2013/11/29,400
11040,2013/11/29,400
11065,2013/11/29,410
11116,2013/11/29,440
11143,2013/11/29,440
11169,2013/11/29,440
11195,2013/11/29,400
11213,2013/11/29,400
11238,2013/11/29,410
11263,2013/11/29,410
11288,2013/11/29,440
11315,2013/11/29,440
11340,2013/11/29,440
11366,2013/11/29,400
11384,2013/11/29,400
11409,2013/11/29,410
11434,2013/11/29,410
11459,2013/11/29,440
11486,2013/11/29,440
11511,2013/11/29,440
11537,2013/11/29,410
11560,2013/11/29,440
11586,2013/11/29,410
11613,2013/11/29,410
11639,2013/11/29,440
11666,2013/11/29,440
11691,2013/11/29,440
11717,2013/11/29,410
11740,2013/11/29,440
11766,2013/11/29,410
11793,2013/11/29,410
11819,2013/11/29,440
11846,2013/11/29,1130
11871,2013/11/29,1130
11897,2013/11/29,410
11917,2013/11/29,440
11942,2013/11/29,410
11966,2013/11/29,410
11990,2013/11/29,1130
12017,2013/11/29,1130
12042,2013/11/29,920
12066,2013/11/29,450
12085,2013/11/29,440
12127,2013/11/29,680
12169,2013/11/29,440
12189,2013/11/29,440
12209,2013/11/29,410
12227,2013/11/29,440
12248,2013/11/29,410
12269,2013/11/29,410
12289,2013/11/29,440
12310,2013/11/29,440
12330,2013/11/29,440
12350,2013/11/29,410
12369,2013/11/29,440
12390,2013/11/29,410
12411,2013/11/29,410
12432,2013/11/29,440
12453,2013/11/29,440
12474,2013/11/29,440
12499,2013/11/29,410
12519,2013/11/29,440
12545,2013/11/29,410
12572,2013/11/29,410
12598,2013/11/29,440
12625,2013/11/29,440
12650,2013/11/29,440
12676,2013/11/29,410
12699,2013/11/29,440
27229,2013/11/29,410
77895,2013/11/29,410
77922,2013/11/29,440
10699,2013/11/30,1070
10748,2013/11/30,830
10770,2013/11/30,920
10797,2013/11/30,850
10823,2013/11/30,850
10849,2013/11/30,400
10867,2013/11/30,400
10892,2013/11/30,410
10917,2013/11/30,410
10943,2013/11/30,440
10970,2013/11/30,440
10996,2013/11/30,440
11022,2013/11/30,400
11040,2013/11/30,400
11065,2013/11/30,410
11090,2013/11/30,410
11116,2013/11/30,440
11143,2013/11/30,440
11169,2013/11/30,440
11195,2013/11/30,400
