10629,2013/11/26,510
10654,2013/11/26,400
10680,2013/11/26,400
10722,2013/11/26,340
10794,2013/11/26,380
10820,2013/11/26,380
10846,2013/11/26,340
10889,2013/11/26,340
10967,2013/11/26,380
10993,2013/11/26,380
11019,2013/11/26,340
11062,2013/11/26,340
11140,2013/11/26,380
11166,2013/11/26,380
11192,2013/11/26,340
11235,2013/11/26,340
11312,2013/11/26,380
11337,2013/11/26,380
11363,2013/11/26,340
11406,2013/11/26,340
11483,2013/11/26,380
11508,2013/11/26,380
11534,2013/11/26,340
11558,2013/11/26,380
11583,2013/11/26,340
11610,2013/11/26,340
11636,2013/11/26,380
11663,2013/11/26,380
11688,2013/11/26,380
11714,2013/11/26,340
11738,2013/11/26,380
11763,2013/11/26,340
11790,2013/11/26,340
11816,2013/11/26,380
11843,2013/11/26,380
11868,2013/11/26,380
11894,2013/11/26,340
11915,2013/11/26,380
11939,2013/11/26,340
11963,2013/11/26,340
11987,2013/11/26,380
12014,2013/11/26,380
12039,2013/11/26,440
12065,2013/11/26,400
12084,2013/11/26,440
12104,2013/11/26,400
12125,2013/11/26,400
12146,2013/11/26,440
12167,2013/11/26,440
12187,2013/11/26,440
12208,2013/11/26,400
12226,2013/11/26,440
12246,2013/11/26,400
12267,2013/11/26,400
12287,2013/11/26,440
12308,2013/11/26,440
12328,2013/11/26,440
12349,2013/11/26,400
12368,2013/11/26,440
12388,2013/11/26,400
12409,2013/11/26,400
12430,2013/11/26,440
12451,2013/11/26,440
12471,2013/11/26,440
12497,2013/11/26,400
12517,2013/11/26,440
12542,2013/11/26,400
12569,2013/11/26,400
12595,2013/11/26,440
12622,2013/11/26,440
12647,2013/11/26,440
12673,2013/11/26,400
12697,2013/11/26,380
10629,2013/11/27,840
10654,2013/11/27,400
10680,2013/11/27,400
10722,2013/11/27,400
10794,2013/11/27,380
10820,2013/11/27,380
10846,2013/11/27,340
10889,2013/11/27,340
10967,2013/11/27,380
10993,2013/11/27,380
11019,2013/11/27,340
11062,2013/11/27,340
11140,2013/11/27,380
11166,2013/11/27,380
11192,2013/11/27,340
11235,2013/11/27,340
11312,2013/11/27,380
11337,2013/11/27,380
11363,2013/11/27,340
11406,2013/11/27,340
11483,2013/11/27,380
11508,2013/11/27,380
11534,2013/11/27,340
11558,2013/11/27,380
11583,2013/11/27,340
11610,2013/11/27,340
